X,Y,
,,
7,1,
7,1,
7,1,
6,2,
6,2,
6,2,
7,2,
6,2,
7,1,
6,2,
6,2,
6,2,
5,2,
4,3,
4,4,
4,4,
5,5,
4,4,
4,4,
5,5,
4,4,
3,5,
3,5,
2,5,
3,6,
2,5,
2,5,
2,6,
3,7,
2,8,
2,8,
3,9,
3,9,
3,9,
2,9,
3,9,
4,10,
4,11,
3,11,
,,
7,1,
7,1,
7,2,
7,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
5,8,
4,9,
4,9,
4,10,
4,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,3,
6,4,
6,5,
6,6,
6,7,
5,8,
4,9,
4,10,
4,11,
3,11,
,,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
6,2,
6,2,
5,2,
4,2,
4,2,
3,3,
3,3,
4,4,
4,5,
4,6,
4,6,
3,7,
2,8,
2,8,
2,9,
2,9,
2,9,
2,9,
2,9,
2,9,
2,8,
1,7,
1,7,
1,6,
2,5,
3,5,
4,6,
4,6,
5,7,
6,8,
6,8,
6,9,
6,9,
5,8,
4,8,
3,9,
3,9,
2,10,
1,11,
3,11,
,,
7,1,
7,2,
7,2,
7,2,
7,2,
6,2,
6,2,
5,2,
4,2,
4,2,
3,3,
2,4,
1,5,
1,6,
2,7,
2,8,
2,8,
2,9,
2,9,
2,10,
2,11,
2,11,
2,11,
1,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
6,8,
6,8,
6,9,
6,10,
6,11,
6,11,
6,11,
6,10,
6,10,
6,10,
6,10,
6,11,
6,11,
6,11,
6,11,
5,11,
3,11,
,,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
6,11,
6,11,
3,11,
,,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
6,11,
6,11,
6,11,
6,11,
7,10,
7,10,
7,10,
7,10,
7,10,
7,10,
6,11,
3,11,
,,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
6,11,
6,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
6,11,
6,11,
3,11,
,,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
6,2,
6,2,
5,2,
4,2,
4,2,
3,3,
2,4,
1,5,
1,6,
2,7,
2,8,
2,8,
2,9,
2,9,
2,10,
2,11,
3,11,
,,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
6,2,
6,2,
5,2,
4,2,
4,2,
3,3,
2,4,
1,5,
1,6,
2,7,
2,8,
2,8,
2,9,
2,9,
2,10,
2,11,
3,11,
,,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
6,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
6,2,
6,2,
5,2,
4,2,
4,2,
3,3,
2,4,
1,5,
1,6,
2,7,
2,8,
2,8,
2,9,
2,9,
2,10,
2,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
3,11,
,,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
7,2,
6,3,
6,4,
7,5,
7,6,
7,7,
7,8,
6,9,
6,10,
6,11,
3,11,
